#     time conns tot_conn  tot_req      tot_bytes    err  cps  rps  Bps  bps   ttfb   ttlb 1xx 2xx 3xx 4xx 5xx
1778099582   300      600   328826      247604478      0 600. 328k 247M 1G98 908.5u 908.5u   0 328826   0   0   0 
1778099583   300      900   657898      495394194      0 299. 328k 247M 1G98 910.9u 910.9u   0 329072   0   0   0 
1778099584   300     1200   991443      746552079      0 299. 333k 250M 2G00 898.9u 898.9u   0 333545   0   0   0 
1778099585   300     1500  1322875      996118875      0 299. 331k 249M 1G99 904.8u 904.8u   0 331432   0   0   0 
1778099586   300     1800  1653055     1244742915      0 299. 329k 248M 1G98 909.0u 909.0u   0 330180   0   0   0 
1778099587   300     2100  1985892     1495367676      0 300. 332k 250M 2G00 900.3u 900.3u   0 332837   0   0   0 
1778099588   300     2400  2310786     1740011358      0 300. 324k 244M 1G95 922.5u 922.5u   0 324894   0   0   0 
1778099589   300     2700  2629443     1979958579      0 299. 318k 239M 1G91 941.3u 941.3u   0 318657   0   0   0 
1778099590   300     3000  2940123     2213899119      0 299. 310k 233M 1G86 965.7u 965.7u   0 310680   0   0   0 
1778099591   300     3300  3264872     2458433616      0 299. 324k 244M 1G95 923.6u 923.6u   0 324749   0   0   0 
1778099592   300     3600  3575965     2692685145      0 299. 310k 234M 1G87 964.1u 964.1u   0 311093   0   0   0 
1778099593   300     3900  3882893     2923800429      0 300. 306k 231M 1G84 976.2u 976.2u   0 306928   0   0   0 
1778099594   300     4226  4197516     3160709918      0 325. 314k 236M 1G89 953.8u 953.8u   0 314623   0   0   0 
1778099595   300     4800  4514677     3399529281      0 573. 316k 238M 1G90 945.6u 945.6u   0 317161   0   0   0 
1778099596   300     5100  4839597     3644192541      0 300. 324k 244M 1G95 922.6u 922.6u   0 324920   0   0   0 
1778099597   300     5400  5185130     3904377390      0 299. 345k 259M 2G07 868.3u 868.3u   0 345533   0   0   0 
1778099598   300     5700  5501802     4142829906      0 299. 316k 238M 1G90 947.5u 947.5u   0 316672   0   0   0 
1778099599   300     6000  5795271     4363811316      0 299. 293k 220M 1G76 1.023m 1.023m   0 293469   0   0   0 
1778099600   300     6300  6115495     4604937735      0 300. 320k 241M 1G92 935.9u 935.9u   0 320224   0   0   0 
1778099601   300     6600  6431750     4843076250      0 299. 315k 237M 1G90 948.5u 948.5u   0 316255   0   0   0 
1778099602   300     6900  6755348     5086744044      0 299. 323k 243M 1G94 927.2u 927.2u   0 323598   0   0   0 
1778099603   300     7200  7092506     5340622518      0 299. 336k 253M 2G02 889.8u 889.8u   0 337158   0   0   0 
1778099604   300     7500  7420816     5587838448      0 300. 328k 247M 1G97 912.8u 912.8u   0 328310   0   0   0 
1778099605   300     7800  7748775     5834790075      0 299. 327k 246M 1G97 914.7u 914.7u   0 327959   0   0   0 
1778099606   300     8100  8077732     6082493196      0 299. 328k 247M 1G97 912.0u 912.0u   0 328957   0   0   0 
1778099607   300     8508  8399066     6324455658      0 407. 321k 241M 1G93 933.7u 933.7u   0 321334   0   0   0 
1778099608   300     9000  8713764     6561421545      0 492. 314k 236M 1G89 952.5u 952.5u   0 314698   0   0   0 
1778099609   300     9300  9029461     6799139133      0 299. 315k 237M 1G89 950.4u 950.4u   0 315697   0   0   0 
1778099610   300     9600  9347257     7038438021      0 299. 317k 239M 1G91 944.1u 944.1u   0 317796   0   0   0 
1778099611   300     9900  9650980     7267139940      0 300. 303k 228M 1G82 987.6u 987.6u   0 303723   0   0   0 
1778099612   300    10200  9983077     7517207481      0 299. 331k 249M 1G99 904.9u 904.9u   0 332097   0   0   0 
1778099613   300    10500 10316191     7768040823      0 300. 333k 250M 2G00 899.7u 899.7u   0 333114   0   0   0 
1778099614   300    10800 10623967     7999794651      0 300. 308k 231M 1G85 972.9u 972.9u   0 307776   0   0   0 
1778099615   300    11100 10953131     8247653643      0 299. 328k 247M 1G98 911.3u 911.3u   0 329164   0   0   0 
1778099616   300    11400 11277468     8491877904      0 299. 324k 243M 1G95 925.1u 925.1u   0 324337   0   0   0 
1778099617   300    11700 11589759     8727031527      0 299. 311k 234M 1G87 960.9u 960.9u   0 312291   0   0   0 
1778099618   300    12000 11909078     8967477234      0 300. 319k 240M 1G92 938.6u 938.6u   0 319319   0   0   0 
1778099619   300    12300 12219470     9201200910      0 299. 310k 233M 1G86 966.5u 966.5u   0 310392   0   0   0 
1778099620   300    12600 12541325     9443556225      0 299. 321k 241M 1G93 933.0u 933.0u   0 321855   0   0   0 
1778099621   300    12900 12870761     9691620033      0 300. 329k 248M 1G98 910.5u 910.5u   0 329436   0   0   0 
1778099622   300    13277 13197957     9937996736      0 377. 327k 246M 1G97 915.9u 915.9u   0 327196   0   0   0 
1778099623   300    13800 13515598    10177177794      0 522. 317k 238M 1G91 945.4u 945.4u   0 317641   0   0   0 
1778099624   300    14100 13829268    10413369804      0 299. 313k 235M 1G88 956.5u 956.5u   0 313670   0   0   0 
1778099625   300    14400 14140531    10647749343      0 300. 311k 234M 1G87 962.1u 962.1u   0 311263   0   0   0 
1778099626   300    14700 14462103    10889892312      0 299. 321k 241M 1G93 932.8u 932.8u   0 321572   0   0   0 
1778099627   300    15000 14774321    11124990213      0 299. 311k 234M 1G87 961.1u 961.1u   0 312218   0   0   0 
1778099628   300    15300 15096156    11367330468      0 299. 321k 241M 1G93 933.0u 933.0u   0 321835   0   0   0 
1778099629   300    15600 15403556    11598801168      0 299. 307k 231M 1G84 976.0u 976.0u   0 307400   0   0   0 
1778099630   300    15900 15720283    11837295099      0 300. 317k 238M 1G90 945.4u 945.4u   0 316727   0   0   0 
1778099631   300    16200 16047420    12083627760      0 299. 326k 246M 1G96 917.1u 917.1u   0 327137   0   0   0 
1778099632   300    16500 16373788    12329382117      0 299. 326k 245M 1G96 919.3u 919.3u   0 326368   0   0   0 
1778099633   300    16800 16677933    12558401049      0 299. 303k 228M 1G83 986.6u 986.6u   0 304145   0   0   0 
1778099634   300    17100 16987312    12791361936      0 300. 309k 232M 1G86 968.9u 968.9u   0 309379   0   0   0 
1778099635   300    17400 17308889    13033507917      0 299. 321k 241M 1G93 933.2u 933.2u   0 321577   0   0   0 
1778099636   300    17700 17609474    13259846922      0 299. 299k 225M 1G80 1.000m 1.000m   0 300585   0   0   0 
1778099637   300    18000 17930194    13501347582      0 300. 320k 241M 1G93 934.5u 934.5u   0 320720   0   0   0 
1778099638   300    18300 18239463    13734225639      0 300. 309k 233M 1G86 968.2u 968.2u   0 309269   0   0   0 
1778099639   300    18600 18563938    13978553814      0 299. 324k 244M 1G95 924.6u 924.6u   0 324475   0   0   0 
1778099640   300    18900 18893232    14226511449      0 299. 328k 247M 1G98 911.1u 911.1u   0 329294   0   0   0 
1778099641   300    19500 19211846    14466424038      0 599. 318k 239M 1G91 941.8u 941.8u   0 318614   0   0   0 
1778099642   300    19500 19212446    14466875838      0 0.00 598. 450k 3M60    -      -     0 600   0   0   0 
1778099643   300    19500 19212446    14466875838      0 0.00 0.00 0.00 0.00    -      -     0   0   0   0   0 
#======= Percentiles for time-to-first-byte and time-to-last-byte =======
# use $3:$5 $3:$7 with logscale X
# $1     $2      $3         $4       $5         $6       $7
#pctl   tail   invtail   ttfbcnt ttfb(ms)   ttlbcnt ttlb(ms)
10      90     1         1904259    0.874   1904259    0.874
20      80     1         3748055    0.887   3748054    0.887
30      70     1         5611012    0.892   5611009    0.892
40      60     2         7318387    0.896   7318385    0.896
50      50     2         9431582    0.902   9431580    0.902
55      45     2        10392256    0.906  10392252    0.906
60      40     3        11396274    0.912  11396270    0.912
65      35     3        12444979    0.924  12444979    0.924
70      30     3        13441019    0.961  13441019    0.961
75      25     4        14361664    0.972  14361661    0.972
80      20     5        15368685    0.987  15368680    0.987
82      18     6        15752886    1.011  15752884    1.011
84      16     6        16132087    1.055  16132085    1.055
86      14     7        16519301    1.072  16519299    1.072
88      12     8        16865722    1.077  16865719    1.077
90      10     10       17249746    1.081  17249742    1.081
91      9      11       17465066    1.083  17465061    1.083
92      8      13       17573149    1.084  17573144    1.084
93      7      14       17784454    1.086  17784448    1.086
94      6      17       17985041    1.088  17985036    1.088
95      5      20       18249184    1.091  18249179    1.091
95.5    4.5    22       18326177    1.092  18326171    1.092
96      4      25       18396516    1.093  18396511    1.093
96.5    3.5    29       18519596    1.095  18519591    1.095
97      3      33       18621313    1.097  18621311    1.097
97.5    2.5    40       18705059    1.099  18705056    1.099
98      2      50       18802180    1.102  18802179    1.102
98.5    1.5    67       18923604    1.108  18923604    1.108
99      1      100      19017241     1.12  19017240     1.12
99.1    0.9    111      19037511    1.126  19037511    1.126
99.2    0.8    125      19057267    1.133  19057267    1.133
99.3    0.7    143      19077197    1.143  19077196    1.143
99.4    0.6    167      19095975    1.154  19095973    1.154
99.5    0.5    200      19115638     1.17  19115638     1.17
99.55   0.45   222      19124599     1.18  19124599     1.18
99.6    0.4    250      19134406    1.193  19134406    1.193
99.65   0.35   286      19144095    1.208  19144095    1.208
99.7    0.3    333      19154171    1.229  19154171    1.229
99.75   0.25   400      19163620    1.254  19163620    1.254
99.8    0.2    500      19173368    1.291  19173368    1.291
99.85   0.15   667      19182977    1.381  19182977    1.381
99.9    0.1    1000     19192606     1.56  19192606     1.56
99.91   0.09   1111     19194528    1.608  19194528    1.608
99.92   0.08   1250     19196444    1.671  19196444    1.671
99.93   0.07   1429     19198393    1.758  19198393    1.758
99.94   0.06   1667     19200315    1.869  19200315    1.869
99.95   0.05   2000     19202229    2.006  19202229    2.006
99.96   0.04   2500     19204155     2.16  19204155     2.16
99.965  0.035  2857     19205106    2.228  19205106    2.228
99.97   0.03   3333     19206072    2.302  19206072    2.302
99.975  0.025  4000     19207040    2.374  19207040    2.374
99.98   0.02   5000     19207998    2.448  19207998    2.448
99.985  0.015  6667     19208955    2.544  19208955    2.544
99.99   0.01   10000    19209913    2.664  19209913    2.664
99.995  0.005  20000    19210883    2.832  19210883    2.832
99.996  0.004  25000    19211073    2.864  19211073    2.864
99.9965 0.0035 28571    19211170    2.884  19211170    2.884
99.997  0.003  33333    19211261    2.902  19211261    2.902
99.9975 0.0025 40000    19211357    2.924  19211357    2.924
99.998  0.002  50000    19211456    2.956  19211456    2.956
99.9985 0.0015 66667    19211556    2.996  19211556    2.996
99.999  0.001  100000   19211645    3.032  19211645    3.032
99.9995 0.0005 200000   19211748    3.066  19211748    3.066
99.9999 0.0001 1000000  19211825     3.12  19211825     3.12
